season,name,location,g,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,total_salary,avg_player_salary,avg_team_exp,avg_team_age,seasons_played,play_off,champion,record
2017/2018,Atlanta Hawks," Atlanta, Georgia",82,19705,3130,7015,0.446,917,2544,0.36,2213,4471,0.495,1298,1654,0.785,743,2693,3436,1946,638,348,1276,1606,8475,99701094,3437968.76,2.68,25.5, 72; 1949-50 to 2020-21,46,1," 2782-2873, .492 W-L%"
2017/2018,Denver Nuggets," Denver, Colorado",82,19880,3338,7102,0.47,940,2536,0.371,2398,4566,0.525,1404,1830,0.767,902,2748,3650,2059,627,404,1227,1533,9020,107015203,5945289.06,4.67,25.83, 54 (45 NBA & 9 ABA); 1967-68 to 2020-21, 35 (26 NBA & 9 ABA), 0 (0 NBA & 0 ABA)," 2183-2148, .504 W-L% (1770-1817 NBA & 413-331 ABA)"
2017/2018,Chicago Bulls," Chicago, Illinois",82,19855,3170,7285,0.435,906,2549,0.355,2264,4736,0.478,1194,1574,0.759,790,2873,3663,1923,626,289,1147,1571,8440,90183960,3220855.71,2.48,24.62, 55; 1966-67 to 2020-21,35,6," 2243-2153, .510 W-L%"
2017/2018,Toronto Raptors," Toronto, Canada",82,19830,3383,7169,0.472,968,2705,0.358,2415,4464,0.541,1422,1790,0.794,800,2807,3607,1995,626,500,1095,1783,9156,116574876,6135519.79,3.39,24.83, 26; 1995-96 to 2020-21,12,1," 972-1056, .479 W-L%"
2017/2018,Milwaukee Bucks," Milwaukee, Wisconsin",82,19830,3257,6807,0.478,718,2024,0.355,2539,4783,0.531,1499,1915,0.783,688,2579,3267,1905,722,443,1134,1752,8731,115375243,4615009.72,3.92,26, 53; 1968-69 to 2020-21,32,1," 2207-2036, .520 W-L%"
2017/2018,Indiana Pacers," Indianapolis, Indiana",82,19755,3345,7083,0.472,741,2010,0.369,2604,5073,0.513,1225,1573,0.779,788,2684,3472,1819,721,340,1089,1544,8656,93669385,4072581.96,4,25.84, 54 (45 NBA & 9 ABA); 1967-68 to 2020-21, 36 (27 NBA & 9 ABA), 3 (0 NBA & 3 ABA)," 2232-2097, .516 W-L% (1805-1780 NBA & 427-317 ABA)"
2017/2018,Houston Rockets," Houston, Texas",82,19755,3174,6906,0.46,1256,3470,0.362,1918,3436,0.558,1609,2061,0.781,739,2825,3564,1767,699,392,1135,1597,9213,118271480,4380425.19,5.79,28, 54; 1967-68 to 2020-21,34,2," 2280-2042, .528 W-L%"
2017/2018,Philadelphia 76ers," Philadelphia, Pennsylvania",82,19780,3349,7098,0.472,901,2445,0.369,2448,4653,0.526,1405,1868,0.752,893,2996,3889,2221,682,420,1353,1811,9004,100223563,4357546.22,3.65,25.3, 72; 1949-50 to 2020-21,50,3," 2924-2735, .517 W-L%"
2017/2018,Portland Trail Blazers," Portland, Oregon",82,19755,3222,7132,0.452,845,2308,0.366,2377,4824,0.493,1372,1715,0.8,835,2893,3728,1599,573,423,1109,1599,8661,119265264,5963263.2,3.38,24.12, 51; 1970-71 to 2020-21,36,1," 2190-1889, .537 W-L%"
2017/2018,New Orleans Pelicans," New Orleans, Louisiana",82,19955,3500,7241,0.483,837,2312,0.362,2663,4929,0.54,1324,1716,0.772,712,2924,3636,2195,657,485,1223,1570,9161,118896488,5169412.52,5.39,28.09, 19; 2002-03 to 2020-21,7,0," 688-798, .463 W-L%"
2017/2018,Boston Celtics," Boston, Massachusetts",82,19805,3141,6975,0.45,939,2492,0.377,2202,4483,0.491,1308,1697,0.771,767,2878,3645,1842,604,373,1149,1618,8529,115075693,5479794.9,2.7,25.4, 75; 1946-47 to 2020-21,57,17," 3445-2387, .591 W-L%"
2017/2018,San Antonio Spurs," San Antonio, Texas",82,19730,3202,6999,0.457,696,1977,0.352,2506,5022,0.499,1324,1715,0.772,849,2777,3626,1868,628,460,1078,1408,8424,116153554,6113344.95,6,28.06, 54 (45 NBA & 9 ABA); 1967-68 to 2020-21, 47 (39 NBA & 8 ABA), 5 (5 NBA & 0 ABA)," 2590-1735, .599 W-L% (2212-1369 NBA & 378-366 ABA)"
2017/2018,Minnesota Timberwolves," Minneapolis, Minnesota",82,19805,3365,7063,0.476,658,1845,0.357,2707,5218,0.519,1592,1980,0.804,848,2593,3441,1861,689,345,1021,1495,8980,105179926,5843329.22,5.19,27, 32; 1989-90 to 2020-21,9,0," 987-1525, .393 W-L%"
2017/2018,Orlando Magic," Orlando, Florida",82,19730,3182,7042,0.452,844,2405,0.351,2338,4637,0.504,1271,1678,0.757,722,2692,3414,1921,622,400,1192,1579,8479,95538311,5028332.16,3.74,25.26, 32; 1989-90 to 2020-21,16,0," 1204-1317, .478 W-L%"
2017/2018,Miami Heat," Miami, Florida",82,19930,3184,6997,0.455,903,2506,0.36,2281,4491,0.508,1209,1601,0.755,763,2801,3564,1862,620,437,1179,1648,8480,129458084,6472904.2,4.53,26.42, 33; 1988-89 to 2020-21,21,3," 1356-1247, .521 W-L%"
2017/2018,Brooklyn Nets," Brooklyn, New York",82,19855,3136,7114,0.441,1041,2924,0.356,2095,4190,0.5,1428,1850,0.772,792,2852,3644,1941,512,390,1245,1688,8741,95964560,4569740.95,3.32,25.23, 54 (45 NBA & 9 ABA); 1967-68 to 2020-21, 28 (21 NBA & 7 ABA), 2 (0 NBA & 2 ABA)," 1883-2448, .435 W-L% (1509-2078 NBA & 374-370 ABA)"
2017/2018,Oklahoma City Thunder," Oklahoma City, Oklahoma",82,19830,3271,7221,0.453,881,2491,0.354,2390,4730,0.505,1421,1985,0.716,1024,2671,3695,1750,743,412,1147,1653,8844,133777615,7432089.72,5.35,26.71, 54; 1967-68 to 2020-21,32,1," 2342-1982, .542 W-L%"
