season,name,location,g,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,total_salary,avg_player_salary,avg_team_exp,avg_team_age,seasons_played,play_off,champion,record
2016/2017,Milwaukee Bucks," Milwaukee, Wisconsin",82,19780,3182,6715,0.474,720,1946,0.37,2462,4769,0.516,1413,1839,0.768,723,2589,3312,1984,666,436,1145,1660,8497,106512121,5325606.05,4.37,26, 53; 1968-69 to 2020-21,32,1," 2207-2036, .520 W-L%"
2016/2017,Houston Rockets," Houston, Texas",82,19780,3305,7152,0.462,1181,3306,0.357,2124,3846,0.552,1667,2177,0.766,892,2746,3638,2070,670,352,1240,1634,9458,90498298,5027683.22,4.61,26, 54; 1967-68 to 2020-21,34,2," 2280-2042, .528 W-L%"
2016/2017,Philadelphia 76ers," Philadelphia, Pennsylvania",82,19830,3088,6992,0.442,831,2443,0.34,2257,4549,0.496,1393,1806,0.771,807,2706,3513,1949,692,420,1366,1793,8400,85674275,3059795.54,2.43,24.71, 72; 1949-50 to 2020-21,50,3," 2924-2735, .517 W-L%"
2016/2017,Los Angeles Clippers," Los Angeles, California",82,19755,3242,6820,0.475,841,2245,0.375,2401,4575,0.525,1586,2128,0.745,738,2790,3528,1848,612,347,1062,1626,8911,116237541,6457641.17,8.27,29.53, 51; 1970-71 to 2020-21,15,0," 1683-2397, .413 W-L%"
2016/2017,Cleveland Cavaliers," Cleveland, Ohio",82,19880,3275,6963,0.47,1067,2779,0.384,2208,4184,0.528,1431,1913,0.748,766,2821,3587,1858,539,327,1121,1486,9048,127254579,7069698.83,8.38,30.05, 51; 1970-71 to 2020-21,22,1," 1881-2190, .462 W-L%"
2016/2017,Portland Trail Blazers," Portland, Oregon",82,19930,3243,7059,0.459,852,2272,0.375,2391,4787,0.499,1513,1940,0.78,830,2750,3580,1733,574,408,1126,1736,8851,111872768,7458184.53,3.07,24.33, 51; 1970-71 to 2020-21,36,1," 2190-1889, .537 W-L%"
2016/2017,Memphis Grizzlies," Memphis, Tennessee",82,19905,2984,6854,0.435,767,2169,0.354,2217,4685,0.473,1504,1918,0.784,886,2621,3507,1744,653,344,1059,1840,8239,111209189,5054963.14,5.29,27.24, 26; 1995-96 to 2020-21,10,0," 842-1183, .416 W-L%"
2016/2017,Indiana Pacers," Indianapolis, Indiana",82,19855,3221,6931,0.465,709,1885,0.376,2512,5046,0.498,1467,1811,0.81,742,2702,3444,1844,669,409,1130,1597,8618,94008504,4476595.43,5.94,26.94, 54 (45 NBA & 9 ABA); 1967-68 to 2020-21, 36 (27 NBA & 9 ABA), 3 (0 NBA & 3 ABA)," 2232-2097, .516 W-L% (1805-1780 NBA & 427-317 ABA)"
2016/2017,San Antonio Spurs," San Antonio, Texas",82,19805,3222,6864,0.469,753,1927,0.391,2469,4937,0.5,1440,1806,0.797,821,2777,3598,1954,655,484,1101,1498,8637,108640621,5432031.05,6.19,28.75, 54 (45 NBA & 9 ABA); 1967-68 to 2020-21, 47 (39 NBA & 8 ABA), 5 (5 NBA & 0 ABA)," 2590-1735, .599 W-L% (2212-1369 NBA & 378-366 ABA)"
2016/2017,Minnesota Timberwolves," Minneapolis, Minnesota",82,19805,3235,6922,0.467,601,1723,0.349,2634,5199,0.507,1586,1986,0.799,938,2540,3478,1940,654,370,1150,1646,8657,81621379,4295862.05,3.81,25.69, 32; 1989-90 to 2020-21,9,0," 987-1525, .393 W-L%"
2016/2017,New Orleans Pelicans," New Orleans, Louisiana",82,19905,3210,7130,0.45,768,2196,0.35,2442,4934,0.495,1368,1825,0.75,703,2879,3582,1869,638,453,1054,1490,8556,101707386,4068295.44,4.04,25.85, 19; 2002-03 to 2020-21,7,0," 688-798, .463 W-L%"
2016/2017,Sacramento Kings," Sacramento, California",82,19880,3105,6734,0.461,737,1960,0.376,2368,4774,0.496,1483,1913,0.775,715,2652,3367,1844,627,324,1201,1667,8430,96043092,4573480.57,5.42,26.79, 73; 1948-49 to 2020-21,29,1," 2607-3116, .456 W-L%"
2016/2017,Brooklyn Nets," Brooklyn, New York",82,19755,3102,6987,0.444,877,2591,0.338,2225,4396,0.506,1592,2020,0.788,721,2879,3600,1756,593,387,1356,1726,8673,84083139,3114190.33,3.48,25.81, 54 (45 NBA & 9 ABA); 1967-68 to 2020-21, 28 (21 NBA & 7 ABA), 2 (0 NBA & 2 ABA)," 1883-2448, .435 W-L% (1509-2078 NBA & 374-370 ABA)"
2016/2017,Dallas Mavericks," Dallas, Texas",82,19780,2968,6750,0.44,878,2473,0.355,2090,4277,0.489,1215,1516,0.801,647,2516,3163,1705,614,307,972,1567,8029,103994075,3999772.12,3.83,26.75, 41; 1980-81 to 2020-21,22,1," 1633-1626, .501 W-L%"
2016/2017,Oklahoma City Thunder," Oklahoma City, Oklahoma",82,19805,3237,7169,0.452,692,2116,0.327,2545,5053,0.504,1575,2113,0.745,1002,2821,3823,1721,648,408,1230,1715,8741,91339949,4349521.38,3.89,25.95, 54; 1967-68 to 2020-21,32,1," 2342-1982, .542 W-L%"
